final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_fr_accuracy,final_eval_hi_accuracy,final_eval_ru_accuracy,final_eval_th_accuracy,final_eval_tr_accuracy,final_eval_ur_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_amh_accuracy,final_eval_ewe_accuracy,final_eval_hau_accuracy,final_eval_ibo_accuracy,final_eval_kin_accuracy,final_eval_lin_accuracy,final_eval_lug_accuracy,final_eval_orm_accuracy,final_eval_sna_accuracy,final_eval_sot_accuracy,final_eval_swa_accuracy,final_eval_twi_accuracy,final_eval_wol_accuracy,final_eval_xho_accuracy,final_eval_yor_accuracy,final_eval_zul_accuracy,final_eval_mya_accuracy,final_eval_ind_accuracy,final_eval_same_accuracy,final_eval_avg_performance,exp,task,seeds,list_final_avg,p_val_xt_afri,p_val_xt_only,p_val_afri_only
69.08 \scriptsize $\pm$ 0.37,75.89 \scriptsize $\pm$ 0.06,75.09 \scriptsize $\pm$ 0.39,74.32 \scriptsize $\pm$ 0.39,77.59 \scriptsize $\pm$ 0.19,76.52 \scriptsize $\pm$ 0.29,67.66 \scriptsize $\pm$ 0.84,73.80 \scriptsize $\pm$ 0.47,69.68 \scriptsize $\pm$ 0.68,71.41 \scriptsize $\pm$ 0.07,63.69 \scriptsize $\pm$ 0.55,73.85 \scriptsize $\pm$ 0.51,71.58 \scriptsize $\pm$ 0.50,66.04 \scriptsize $\pm$ 0.46,37.17 \scriptsize $\pm$ 0.58,58.58 \scriptsize $\pm$ 0.70,38.25 \scriptsize $\pm$ 0.29,40.04 \scriptsize $\pm$ 1.56,33.62 \scriptsize $\pm$ 1.57,40.67 \scriptsize $\pm$ 0.65,56.29 \scriptsize $\pm$ 0.57,38.17 \scriptsize $\pm$ 0.83,38.62 \scriptsize $\pm$ 0.16,64.04 \scriptsize $\pm$ 0.88,37.92 \scriptsize $\pm$ 0.70,41.38 \scriptsize $\pm$ 2.05,49.46 \scriptsize $\pm$ 1.09,37.71 \scriptsize $\pm$ 1.65,48.04 \scriptsize $\pm$ 0.58,66.35 \scriptsize $\pm$ 0.27,67.92 \scriptsize $\pm$ 0.32,83.36 \scriptsize $\pm$ 0.14,58.87 \scriptsize $\pm$ 0.29,most_family_en_10,xnli,"[42, 66, 17, 23]","[58.91396228989742, 58.49908636145939, 59.21776094259204, 58.844916149604266]",0.09949788486029357,0.13793842212830013,0.05037101145535251
68.93 \scriptsize $\pm$ 0.64,75.80 \scriptsize $\pm$ 0.14,75.02 \scriptsize $\pm$ 0.42,74.28 \scriptsize $\pm$ 0.33,77.67 \scriptsize $\pm$ 0.25,76.55 \scriptsize $\pm$ 0.36,67.47 \scriptsize $\pm$ 0.52,73.90 \scriptsize $\pm$ 0.27,69.30 \scriptsize $\pm$ 0.46,71.47 \scriptsize $\pm$ 0.35,63.83 \scriptsize $\pm$ 0.15,73.76 \scriptsize $\pm$ 0.47,71.72 \scriptsize $\pm$ 0.35,66.46 \scriptsize $\pm$ 1.58,38.96 \scriptsize $\pm$ 0.60,60.33 \scriptsize $\pm$ 1.35,38.54 \scriptsize $\pm$ 1.00,41.58 \scriptsize $\pm$ 1.60,34.71 \scriptsize $\pm$ 1.17,40.46 \scriptsize $\pm$ 2.31,54.54 \scriptsize $\pm$ 1.27,38.75 \scriptsize $\pm$ 0.70,39.50 \scriptsize $\pm$ 1.05,63.96 \scriptsize $\pm$ 1.42,38.42 \scriptsize $\pm$ 1.19,42.25 \scriptsize $\pm$ 1.64,49.62 \scriptsize $\pm$ 1.46,38.96 \scriptsize $\pm$ 0.77,47.71 \scriptsize $\pm$ 1.69,66.33 \scriptsize $\pm$ 0.46,68.15 \scriptsize $\pm$ 0.21,83.41 \scriptsize $\pm$ 0.27,59.14 \scriptsize $\pm$ 0.31,most_family_en_20,xnli,"[42, 66, 17, 23]","[58.777939931129694, 58.99125182945104, 59.29369787569634, 59.478724187014706]",0.2428763286465657,0.45365518499210333,0.06146409601568187
69.02 \scriptsize $\pm$ 0.99,75.99 \scriptsize $\pm$ 0.63,75.33 \scriptsize $\pm$ 0.42,74.36 \scriptsize $\pm$ 0.48,77.67 \scriptsize $\pm$ 0.35,76.55 \scriptsize $\pm$ 0.40,67.79 \scriptsize $\pm$ 0.61,74.07 \scriptsize $\pm$ 0.54,69.77 \scriptsize $\pm$ 0.55,71.53 \scriptsize $\pm$ 0.64,64.50 \scriptsize $\pm$ 0.31,73.70 \scriptsize $\pm$ 0.34,71.71 \scriptsize $\pm$ 0.46,66.67 \scriptsize $\pm$ 0.99,38.21 \scriptsize $\pm$ 0.50,61.42 \scriptsize $\pm$ 0.88,37.83 \scriptsize $\pm$ 0.36,40.21 \scriptsize $\pm$ 1.54,34.25 \scriptsize $\pm$ 0.50,39.54 \scriptsize $\pm$ 1.11,54.29 \scriptsize $\pm$ 0.72,39.08 \scriptsize $\pm$ 0.29,38.96 \scriptsize $\pm$ 1.04,65.25 \scriptsize $\pm$ 0.84,37.79 \scriptsize $\pm$ 1.04,40.96 \scriptsize $\pm$ 0.63,48.71 \scriptsize $\pm$ 0.64,38.33 \scriptsize $\pm$ 0.53,47.00 \scriptsize $\pm$ 0.78,66.77 \scriptsize $\pm$ 0.90,68.10 \scriptsize $\pm$ 0.20,83.57 \scriptsize $\pm$ 0.28,59.03 \scriptsize $\pm$ 0.13,most_family_en_25,xnli,"[42, 66, 17, 23]","[59.167890258357275, 58.93136824541266, 58.90449111829959, 59.11085963127364]",0.037333212016811224,0.1982609263580817,0.016245430487393738
69.63 \scriptsize $\pm$ 0.25,76.22 \scriptsize $\pm$ 0.39,75.37 \scriptsize $\pm$ 0.61,74.15 \scriptsize $\pm$ 0.31,77.71 \scriptsize $\pm$ 0.35,76.75 \scriptsize $\pm$ 0.24,67.65 \scriptsize $\pm$ 0.29,74.23 \scriptsize $\pm$ 0.74,70.13 \scriptsize $\pm$ 0.53,71.38 \scriptsize $\pm$ 0.59,64.07 \scriptsize $\pm$ 0.48,73.89 \scriptsize $\pm$ 0.16,71.45 \scriptsize $\pm$ 0.74,66.29 \scriptsize $\pm$ 0.89,37.08 \scriptsize $\pm$ 0.40,58.42 \scriptsize $\pm$ 0.52,38.04 \scriptsize $\pm$ 0.37,39.25 \scriptsize $\pm$ 0.67,33.25 \scriptsize $\pm$ 0.87,39.88 \scriptsize $\pm$ 0.44,55.25 \scriptsize $\pm$ 0.84,37.92 \scriptsize $\pm$ 1.32,39.29 \scriptsize $\pm$ 0.21,64.17 \scriptsize $\pm$ 1.06,37.38 \scriptsize $\pm$ 0.28,41.75 \scriptsize $\pm$ 1.49,49.17 \scriptsize $\pm$ 0.85,37.21 \scriptsize $\pm$ 0.82,46.25 \scriptsize $\pm$ 1.10,66.92 \scriptsize $\pm$ 0.40,67.59 \scriptsize $\pm$ 0.36,83.26 \scriptsize $\pm$ 0.31,58.78 \scriptsize $\pm$ 0.22,most_family_en_5,xnli,"[42, 66, 17, 23]","[58.58636572364654, 59.01855070020817, 58.92704135963997, 58.59218476585705]",0.015318246279008529,0.0186180203542903,0.011458360992317142
69.71 \scriptsize $\pm$ 0.42,76.08 \scriptsize $\pm$ 0.35,75.20 \scriptsize $\pm$ 0.16,74.15 \scriptsize $\pm$ 0.38,77.48 \scriptsize $\pm$ 0.29,76.22 \scriptsize $\pm$ 0.21,67.64 \scriptsize $\pm$ 0.19,73.82 \scriptsize $\pm$ 0.38,69.52 \scriptsize $\pm$ 0.36,71.46 \scriptsize $\pm$ 0.39,64.05 \scriptsize $\pm$ 0.30,73.02 \scriptsize $\pm$ 0.38,71.36 \scriptsize $\pm$ 0.53,67.25 \scriptsize $\pm$ 0.57,37.58 \scriptsize $\pm$ 0.52,59.33 \scriptsize $\pm$ 1.34,38.83 \scriptsize $\pm$ 0.82,40.46 \scriptsize $\pm$ 1.53,35.00 \scriptsize $\pm$ 1.06,38.58 \scriptsize $\pm$ 1.19,53.67 \scriptsize $\pm$ 0.73,44.67 \scriptsize $\pm$ 1.68,39.00 \scriptsize $\pm$ 1.50,64.04 \scriptsize $\pm$ 0.82,41.75 \scriptsize $\pm$ 2.46,41.62 \scriptsize $\pm$ 1.58,48.46 \scriptsize $\pm$ 0.96,37.88 \scriptsize $\pm$ 0.48,46.71 \scriptsize $\pm$ 1.72,66.34 \scriptsize $\pm$ 0.26,67.60 \scriptsize $\pm$ 0.35,83.40 \scriptsize $\pm$ 0.29,59.12 \scriptsize $\pm$ 0.31,most_same_script_10,xnli,"[42, 66, 17, 23]","[58.708291276027005, 59.22673637309831, 59.44075572046255, 59.10879949216847]",0.2188402102108871,0.29942266839252135,0.06095034843387771
69.57 \scriptsize $\pm$ 0.64,76.14 \scriptsize $\pm$ 0.18,75.16 \scriptsize $\pm$ 0.37,74.16 \scriptsize $\pm$ 0.40,77.72 \scriptsize $\pm$ 0.42,76.70 \scriptsize $\pm$ 0.47,68.21 \scriptsize $\pm$ 0.58,73.82 \scriptsize $\pm$ 0.51,70.39 \scriptsize $\pm$ 0.36,71.89 \scriptsize $\pm$ 0.60,65.30 \scriptsize $\pm$ 0.33,73.79 \scriptsize $\pm$ 0.48,71.45 \scriptsize $\pm$ 0.44,66.75 \scriptsize $\pm$ 0.80,37.08 \scriptsize $\pm$ 0.65,60.62 \scriptsize $\pm$ 0.96,37.37 \scriptsize $\pm$ 0.46,38.88 \scriptsize $\pm$ 0.98,35.71 \scriptsize $\pm$ 0.96,39.46 \scriptsize $\pm$ 0.83,48.79 \scriptsize $\pm$ 0.84,38.54 \scriptsize $\pm$ 0.48,38.58 \scriptsize $\pm$ 0.44,64.42 \scriptsize $\pm$ 1.10,37.12 \scriptsize $\pm$ 0.58,40.12 \scriptsize $\pm$ 0.69,48.29 \scriptsize $\pm$ 0.92,36.92 \scriptsize $\pm$ 0.17,46.92 \scriptsize $\pm$ 2.18,67.37 \scriptsize $\pm$ 0.57,67.49 \scriptsize $\pm$ 0.14,83.59 \scriptsize $\pm$ 0.36,58.70 \scriptsize $\pm$ 0.22,most_same_script_20,xnli,"[42, 66, 17, 23]","[58.73029828412879, 58.778860676769774, 58.38639234600503, 58.89583893539998]",0.0022854615790206425,0.06864227292502066,0.0011603164770526172
69.59 \scriptsize $\pm$ 0.12,76.19 \scriptsize $\pm$ 0.11,75.33 \scriptsize $\pm$ 0.39,74.13 \scriptsize $\pm$ 0.51,77.79 \scriptsize $\pm$ 0.07,76.60 \scriptsize $\pm$ 0.13,67.94 \scriptsize $\pm$ 0.13,74.26 \scriptsize $\pm$ 0.33,69.42 \scriptsize $\pm$ 0.31,71.46 \scriptsize $\pm$ 0.18,64.59 \scriptsize $\pm$ 0.16,73.48 \scriptsize $\pm$ 0.38,71.48 \scriptsize $\pm$ 0.24,66.75 \scriptsize $\pm$ 1.29,41.17 \scriptsize $\pm$ 1.71,60.79 \scriptsize $\pm$ 1.39,39.96 \scriptsize $\pm$ 0.77,41.92 \scriptsize $\pm$ 0.87,34.50 \scriptsize $\pm$ 0.58,41.58 \scriptsize $\pm$ 0.42,53.38 \scriptsize $\pm$ 1.30,42.96 \scriptsize $\pm$ 1.04,39.96 \scriptsize $\pm$ 1.27,65.83 \scriptsize $\pm$ 0.33,38.50 \scriptsize $\pm$ 0.43,41.75 \scriptsize $\pm$ 0.93,51.71 \scriptsize $\pm$ 0.48,43.96 \scriptsize $\pm$ 0.37,49.54 \scriptsize $\pm$ 1.64,66.49 \scriptsize $\pm$ 0.12,68.12 \scriptsize $\pm$ 0.24,83.77 \scriptsize $\pm$ 0.10,59.84 \scriptsize $\pm$ 0.07,most_same_script_41,xnli,"[42, 66, 17, 23]","[59.89747883589391, 59.846377034804384, 59.87614808921032, 59.7389521392871]",0.019168207846516575,0.07940512609480181,0.9396644071139453
69.76 \scriptsize $\pm$ 0.41,76.11 \scriptsize $\pm$ 0.16,74.90 \scriptsize $\pm$ 0.29,74.32 \scriptsize $\pm$ 0.25,77.38 \scriptsize $\pm$ 0.36,76.12 \scriptsize $\pm$ 0.26,67.89 \scriptsize $\pm$ 0.19,73.88 \scriptsize $\pm$ 0.36,70.29 \scriptsize $\pm$ 0.65,70.90 \scriptsize $\pm$ 0.29,63.86 \scriptsize $\pm$ 0.29,73.47 \scriptsize $\pm$ 0.53,71.88 \scriptsize $\pm$ 0.30,66.71 \scriptsize $\pm$ 0.72,37.46 \scriptsize $\pm$ 0.64,58.08 \scriptsize $\pm$ 1.16,39.00 \scriptsize $\pm$ 0.27,39.96 \scriptsize $\pm$ 1.92,33.08 \scriptsize $\pm$ 0.75,39.79 \scriptsize $\pm$ 1.59,55.75 \scriptsize $\pm$ 0.89,39.21 \scriptsize $\pm$ 2.19,38.83 \scriptsize $\pm$ 1.58,62.83 \scriptsize $\pm$ 2.00,37.12 \scriptsize $\pm$ 0.80,40.96 \scriptsize $\pm$ 2.43,48.67 \scriptsize $\pm$ 0.76,37.38 \scriptsize $\pm$ 1.13,45.46 \scriptsize $\pm$ 0.71,67.01 \scriptsize $\pm$ 0.40,67.54 \scriptsize $\pm$ 0.44,83.19 \scriptsize $\pm$ 0.47,58.71 \scriptsize $\pm$ 0.34,most_same_script_5,xnli,"[42, 66, 17, 23]","[58.3468217720056, 58.54678043377053, 58.844538553589864, 59.11227126845506]",0.03513728144651626,0.13017253163963444,0.019817382055090656
68.69 \scriptsize $\pm$ 0.39,76.07 \scriptsize $\pm$ 0.26,74.65 \scriptsize $\pm$ 0.56,73.57 \scriptsize $\pm$ 0.30,77.29 \scriptsize $\pm$ 0.07,76.48 \scriptsize $\pm$ 0.20,67.24 \scriptsize $\pm$ 0.58,73.82 \scriptsize $\pm$ 0.44,69.13 \scriptsize $\pm$ 0.94,71.35 \scriptsize $\pm$ 0.41,63.54 \scriptsize $\pm$ 0.70,73.53 \scriptsize $\pm$ 0.17,70.83 \scriptsize $\pm$ 0.42,65.83 \scriptsize $\pm$ 1.41,38.62 \scriptsize $\pm$ 0.46,58.17 \scriptsize $\pm$ 1.21,38.87 \scriptsize $\pm$ 0.94,40.08 \scriptsize $\pm$ 1.75,34.42 \scriptsize $\pm$ 0.91,40.96 \scriptsize $\pm$ 1.90,53.46 \scriptsize $\pm$ 1.01,43.62 \scriptsize $\pm$ 1.94,39.12 \scriptsize $\pm$ 0.80,63.21 \scriptsize $\pm$ 1.09,37.33 \scriptsize $\pm$ 1.27,40.83 \scriptsize $\pm$ 0.85,49.62 \scriptsize $\pm$ 1.04,37.71 \scriptsize $\pm$ 0.66,47.92 \scriptsize $\pm$ 0.80,66.28 \scriptsize $\pm$ 0.46,67.68 \scriptsize $\pm$ 0.34,83.18 \scriptsize $\pm$ 0.11,58.85 \scriptsize $\pm$ 0.20,most_uriel_en_10,xnli,"[42, 66, 17, 23]","[58.72955638655666, 59.076764951999486, 58.945730940933146, 58.63831937331772]",0.016157744955535496,0.017508953682496668,0.011565993524031525
69.04 \scriptsize $\pm$ 0.21,75.79 \scriptsize $\pm$ 0.17,75.30 \scriptsize $\pm$ 0.34,73.95 \scriptsize $\pm$ 0.29,77.54 \scriptsize $\pm$ 0.12,76.67 \scriptsize $\pm$ 0.10,67.48 \scriptsize $\pm$ 0.31,74.03 \scriptsize $\pm$ 0.25,68.62 \scriptsize $\pm$ 0.16,71.16 \scriptsize $\pm$ 0.15,63.66 \scriptsize $\pm$ 0.52,73.53 \scriptsize $\pm$ 0.36,71.22 \scriptsize $\pm$ 0.40,65.50 \scriptsize $\pm$ 0.99,38.92 \scriptsize $\pm$ 0.74,58.83 \scriptsize $\pm$ 1.34,38.92 \scriptsize $\pm$ 0.73,40.71 \scriptsize $\pm$ 1.23,33.67 \scriptsize $\pm$ 0.91,40.96 \scriptsize $\pm$ 0.77,53.92 \scriptsize $\pm$ 0.69,43.04 \scriptsize $\pm$ 1.22,38.58 \scriptsize $\pm$ 0.78,64.29 \scriptsize $\pm$ 1.01,39.29 \scriptsize $\pm$ 1.11,41.79 \scriptsize $\pm$ 0.60,49.33 \scriptsize $\pm$ 0.88,44.33 \scriptsize $\pm$ 0.89,47.62 \scriptsize $\pm$ 0.72,65.70 \scriptsize $\pm$ 0.42,68.27 \scriptsize $\pm$ 0.16,83.34 \scriptsize $\pm$ 0.27,59.22 \scriptsize $\pm$ 0.08,most_uriel_en_20,xnli,"[42, 66, 17, 23]","[59.30155715713347, 59.1345671592472, 59.164499084940026, 59.27896092867883]",0.16570033531705555,0.4489106169924359,0.03479997038869985
69.53 \scriptsize $\pm$ 0.36,75.97 \scriptsize $\pm$ 0.18,74.98 \scriptsize $\pm$ 0.18,74.25 \scriptsize $\pm$ 0.57,77.58 \scriptsize $\pm$ 0.15,76.51 \scriptsize $\pm$ 0.14,67.94 \scriptsize $\pm$ 0.21,73.93 \scriptsize $\pm$ 0.35,69.30 \scriptsize $\pm$ 0.29,71.77 \scriptsize $\pm$ 0.44,64.67 \scriptsize $\pm$ 0.58,73.43 \scriptsize $\pm$ 0.30,71.63 \scriptsize $\pm$ 0.42,67.21 \scriptsize $\pm$ 1.17,40.67 \scriptsize $\pm$ 2.91,59.79 \scriptsize $\pm$ 0.63,39.92 \scriptsize $\pm$ 1.00,42.87 \scriptsize $\pm$ 1.38,34.04 \scriptsize $\pm$ 0.93,41.29 \scriptsize $\pm$ 1.21,53.79 \scriptsize $\pm$ 0.80,41.42 \scriptsize $\pm$ 1.96,38.71 \scriptsize $\pm$ 0.76,64.50 \scriptsize $\pm$ 1.25,38.17 \scriptsize $\pm$ 0.49,40.50 \scriptsize $\pm$ 1.52,51.04 \scriptsize $\pm$ 1.05,44.33 \scriptsize $\pm$ 0.79,49.83 \scriptsize $\pm$ 1.35,66.12 \scriptsize $\pm$ 0.43,68.17 \scriptsize $\pm$ 0.70,83.52 \scriptsize $\pm$ 0.43,59.61 \scriptsize $\pm$ 0.25,most_uriel_en_40,xnli,"[42, 66, 17, 23]","[59.24988244021342, 59.75604621855485, 59.798003440170596, 59.618318490365105]",0.20630567774619635,0.43146485685012265,0.3158384171324969
69.45 \scriptsize $\pm$ 0.35,76.18 \scriptsize $\pm$ 0.42,75.28 \scriptsize $\pm$ 0.35,74.17 \scriptsize $\pm$ 0.63,77.46 \scriptsize $\pm$ 0.41,76.45 \scriptsize $\pm$ 0.25,67.32 \scriptsize $\pm$ 0.16,73.97 \scriptsize $\pm$ 0.26,69.93 \scriptsize $\pm$ 0.42,71.39 \scriptsize $\pm$ 0.35,64.12 \scriptsize $\pm$ 0.48,73.70 \scriptsize $\pm$ 0.35,71.56 \scriptsize $\pm$ 0.67,66.75 \scriptsize $\pm$ 0.97,38.00 \scriptsize $\pm$ 0.30,58.62 \scriptsize $\pm$ 1.13,38.54 \scriptsize $\pm$ 0.63,40.38 \scriptsize $\pm$ 1.93,33.29 \scriptsize $\pm$ 0.76,40.62 \scriptsize $\pm$ 0.75,55.67 \scriptsize $\pm$ 1.11,39.25 \scriptsize $\pm$ 0.74,39.71 \scriptsize $\pm$ 0.76,63.25 \scriptsize $\pm$ 1.43,37.29 \scriptsize $\pm$ 0.75,41.54 \scriptsize $\pm$ 2.56,49.58 \scriptsize $\pm$ 1.19,38.25 \scriptsize $\pm$ 0.96,45.96 \scriptsize $\pm$ 0.55,66.71 \scriptsize $\pm$ 0.58,67.85 \scriptsize $\pm$ 0.78,83.49 \scriptsize $\pm$ 0.20,58.93 \scriptsize $\pm$ 0.29,most_uriel_en_5,xnli,"[42, 66, 17, 23]","[58.53747331075116, 59.07631845892664, 59.20525311642131, 58.894854142251674]",0.06331746479209825,0.11209444701386534,0.02903679843540747
69.50 \scriptsize $\pm$ 0.28,75.83 \scriptsize $\pm$ 0.60,75.40 \scriptsize $\pm$ 0.22,74.29 \scriptsize $\pm$ 0.43,77.81 \scriptsize $\pm$ 0.03,76.51 \scriptsize $\pm$ 0.34,68.20 \scriptsize $\pm$ 0.59,73.78 \scriptsize $\pm$ 0.58,69.53 \scriptsize $\pm$ 0.50,71.24 \scriptsize $\pm$ 0.56,64.33 \scriptsize $\pm$ 0.24,73.36 \scriptsize $\pm$ 0.26,71.40 \scriptsize $\pm$ 0.36,66.96 \scriptsize $\pm$ 1.25,37.71 \scriptsize $\pm$ 0.83,58.79 \scriptsize $\pm$ 0.57,38.25 \scriptsize $\pm$ 1.08,40.17 \scriptsize $\pm$ 1.22,34.88 \scriptsize $\pm$ 1.01,40.00 \scriptsize $\pm$ 1.54,50.04 \scriptsize $\pm$ 4.02,40.67 \scriptsize $\pm$ 5.05,43.83 \scriptsize $\pm$ 3.56,64.21 \scriptsize $\pm$ 1.46,37.83 \scriptsize $\pm$ 1.46,40.29 \scriptsize $\pm$ 1.91,50.46 \scriptsize $\pm$ 1.95,38.79 \scriptsize $\pm$ 1.58,47.79 \scriptsize $\pm$ 2.24,67.09 \scriptsize $\pm$ 0.76,67.84 \scriptsize $\pm$ 0.23,83.54 \scriptsize $\pm$ 0.29,59.07 \scriptsize $\pm$ 0.50,random_langs_with_seed_10,xnli,"[42, 66, 17, 23]","[58.87990047050672, 59.57702590796957, 59.37091350141539, 58.45964388247633]",0.30120633413274517,0.05403955611155299,0.08028235115772264
69.77 \scriptsize $\pm$ 0.16,76.14 \scriptsize $\pm$ 0.60,75.16 \scriptsize $\pm$ 0.44,74.36 \scriptsize $\pm$ 0.22,77.62 \scriptsize $\pm$ 0.70,76.54 \scriptsize $\pm$ 0.34,68.30 \scriptsize $\pm$ 0.71,74.05 \scriptsize $\pm$ 0.57,69.73 \scriptsize $\pm$ 0.43,71.45 \scriptsize $\pm$ 0.46,64.50 \scriptsize $\pm$ 0.38,73.57 \scriptsize $\pm$ 0.55,72.04 \scriptsize $\pm$ 0.54,65.88 \scriptsize $\pm$ 1.30,41.58 \scriptsize $\pm$ 3.58,60.83 \scriptsize $\pm$ 0.71,37.92 \scriptsize $\pm$ 0.67,41.62 \scriptsize $\pm$ 4.93,33.92 \scriptsize $\pm$ 0.97,39.21 \scriptsize $\pm$ 1.44,51.79 \scriptsize $\pm$ 3.05,39.88 \scriptsize $\pm$ 3.62,41.08 \scriptsize $\pm$ 1.43,64.04 \scriptsize $\pm$ 0.64,37.96 \scriptsize $\pm$ 1.86,39.71 \scriptsize $\pm$ 1.46,50.46 \scriptsize $\pm$ 2.91,38.96 \scriptsize $\pm$ 3.80,48.88 \scriptsize $\pm$ 3.06,67.07 \scriptsize $\pm$ 0.49,67.95 \scriptsize $\pm$ 0.68,83.76 \scriptsize $\pm$ 0.39,59.24 \scriptsize $\pm$ 0.53,random_langs_with_seed_20,xnli,"[42, 66, 17, 23]","[58.671276582224294, 59.54149015976091, 59.8142669921551, 58.93371375546494]",0.6278165400540646,0.535560413527227,0.17278693445801363
69.27 \scriptsize $\pm$ 0.46,75.95 \scriptsize $\pm$ 0.12,74.94 \scriptsize $\pm$ 0.35,74.34 \scriptsize $\pm$ 0.26,77.67 \scriptsize $\pm$ 0.31,76.48 \scriptsize $\pm$ 0.28,67.90 \scriptsize $\pm$ 0.64,73.97 \scriptsize $\pm$ 0.20,69.54 \scriptsize $\pm$ 0.60,71.07 \scriptsize $\pm$ 0.63,64.65 \scriptsize $\pm$ 0.39,73.60 \scriptsize $\pm$ 0.39,71.38 \scriptsize $\pm$ 0.23,66.54 \scriptsize $\pm$ 0.92,42.08 \scriptsize $\pm$ 3.35,60.67 \scriptsize $\pm$ 0.91,38.42 \scriptsize $\pm$ 0.93,43.54 \scriptsize $\pm$ 3.68,35.12 \scriptsize $\pm$ 1.09,40.33 \scriptsize $\pm$ 1.11,53.46 \scriptsize $\pm$ 2.03,40.29 \scriptsize $\pm$ 1.92,38.92 \scriptsize $\pm$ 1.00,65.04 \scriptsize $\pm$ 0.57,38.00 \scriptsize $\pm$ 0.93,41.46 \scriptsize $\pm$ 0.98,52.29 \scriptsize $\pm$ 0.52,39.08 \scriptsize $\pm$ 3.12,48.38 \scriptsize $\pm$ 1.40,66.41 \scriptsize $\pm$ 0.30,68.09 \scriptsize $\pm$ 0.63,83.56 \scriptsize $\pm$ 0.48,59.45 \scriptsize $\pm$ 0.21,random_langs_with_seed_40,xnli,"[42, 66, 17, 23]","[59.26062427758424, 59.72252938827437, 59.29829382789381, 59.52313870917681]",0.2654823282855001,0.8584562140676788,0.020849856750531366
70.00 \scriptsize $\pm$ 0.29,76.31 \scriptsize $\pm$ 0.15,75.14 \scriptsize $\pm$ 0.28,74.62 \scriptsize $\pm$ 0.09,77.72 \scriptsize $\pm$ 0.21,76.60 \scriptsize $\pm$ 0.38,68.33 \scriptsize $\pm$ 0.33,74.16 \scriptsize $\pm$ 0.41,69.90 \scriptsize $\pm$ 0.52,71.76 \scriptsize $\pm$ 0.40,64.64 \scriptsize $\pm$ 0.24,73.76 \scriptsize $\pm$ 0.28,72.10 \scriptsize $\pm$ 0.15,66.58 \scriptsize $\pm$ 1.81,37.96 \scriptsize $\pm$ 2.13,59.75 \scriptsize $\pm$ 1.16,38.71 \scriptsize $\pm$ 0.52,40.88 \scriptsize $\pm$ 1.17,34.58 \scriptsize $\pm$ 1.75,42.00 \scriptsize $\pm$ 1.70,50.67 \scriptsize $\pm$ 5.06,41.62 \scriptsize $\pm$ 4.40,43.25 \scriptsize $\pm$ 4.84,64.17 \scriptsize $\pm$ 1.27,38.54 \scriptsize $\pm$ 0.44,40.83 \scriptsize $\pm$ 0.96,52.08 \scriptsize $\pm$ 4.65,37.54 \scriptsize $\pm$ 1.07,50.12 \scriptsize $\pm$ 1.83,66.73 \scriptsize $\pm$ 0.80,68.04 \scriptsize $\pm$ 0.46,83.38 \scriptsize $\pm$ 0.18,59.45 \scriptsize $\pm$ 0.43,random_langs_with_seed_5,xnli,"[42, 66, 17, 23]","[59.50319000069566, 59.50604621855485, 59.923820923835976, 58.87559983919561]",0.8330086588276662,0.7915232522026227,0.32137500973189015
68.75 \scriptsize $\pm$ 0.46,75.80 \scriptsize $\pm$ 0.23,74.74 \scriptsize $\pm$ 0.25,73.99 \scriptsize $\pm$ 0.49,77.60 \scriptsize $\pm$ 0.32,76.28 \scriptsize $\pm$ 0.51,67.87 \scriptsize $\pm$ 0.51,73.76 \scriptsize $\pm$ 0.15,69.34 \scriptsize $\pm$ 0.44,71.04 \scriptsize $\pm$ 0.35,64.54 \scriptsize $\pm$ 0.50,73.64 \scriptsize $\pm$ 0.15,71.31 \scriptsize $\pm$ 0.52,65.62 \scriptsize $\pm$ 0.67,38.96 \scriptsize $\pm$ 1.44,60.25 \scriptsize $\pm$ 1.24,39.62 \scriptsize $\pm$ 0.80,42.04 \scriptsize $\pm$ 0.89,32.87 \scriptsize $\pm$ 0.81,41.12 \scriptsize $\pm$ 0.50,53.12 \scriptsize $\pm$ 1.31,42.12 \scriptsize $\pm$ 1.41,39.54 \scriptsize $\pm$ 0.63,64.12 \scriptsize $\pm$ 0.76,38.71 \scriptsize $\pm$ 0.81,41.21 \scriptsize $\pm$ 1.03,52.37 \scriptsize $\pm$ 1.51,43.21 \scriptsize $\pm$ 1.42,49.46 \scriptsize $\pm$ 0.83,66.00 \scriptsize $\pm$ 0.69,68.10 \scriptsize $\pm$ 0.30,83.39 \scriptsize $\pm$ 0.25,59.39 \scriptsize $\pm$ 0.15,xt_afri,xnli,"[42, 66, 17, 23]","[59.32011220521424, 59.5706997533084, 59.22406577595479, 59.45017438313721]",-1.0,0.9280015274082829,0.014902515032491173
